villageCode,villageNameEnglish,villageNameLocal,villageCensus2011Code,subdistrictCode,subdistrictNameEnglish,subdistrictNameLocal,subdistrictCensus2011Code,districtCode,districtNameEnglish,districtNameLocal,districtCensus2011Code,stateCode,stateNameEnglish,stateNameLocal,stateCensus2011Code,data_gov_update_date
583700,Thotalagondi,,583700,4842,Peda Bayalu,,04842,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
584597,Thotalagondi,,584597,4847,Paderu,,04847,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
586628,Thoyyeru,,586628,4885,Devipatnam,,04885,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
590841,Thripura Sundari Puram,,590841,5114,Darsi,,05114,517,Prakasam,PRAKASAM                                          ,549,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
591328,Throvagunta,,591328,7430,Ongole Urban,Ongole Urban,00000,517,Prakasam,PRAKASAM                                          ,549,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
594609,Thudumuladinne,,594609,5302,Uyyalawada,,05302,755,Nandyal,Nandyal,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
593092,Thudumuladinne,,593092,5212,Khajipeta,ఖాజీపేట,05212,504,Y.S.R. Kadapa,వై.ఎస్.ఆర్. కడప,551,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
597012,Thumba,,597012,5429,Bangarupalem,,05429,503,Chittoor,CHITTOOR                                          ,554,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
591449,Thummagunta,,591449,5145,Chandra Sekhara Puram,,05145,517,Prakasam,PRAKASAM                                          ,549,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
590908,Thummala Cheruvu,,590908,5118,Tarlupadu,,05118,517,Prakasam,PRAKASAM                                          ,549,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
589288,Thummalapalle,,589288,5014,Nandivada,,05014,510,Krishna,KRISHNA                                           ,547,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
594601,Thummalapenta,,594601,5301,Kolimigundla,,05301,755,Nandyal,Nandyal,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
593991,Thummalur,,593991,5266,Pamulapadu,,05266,755,Nandyal,Nandyal,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
579182,Thummargudem,,579182,4732,Chinturu,Chinturu,04732,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
584904,Thummedala Neredu,,584904,4848,G.Madugula,,04848,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
596832,Thumsi,,596832,5425,Santhipuram,,05425,503,Chittoor,CHITTOOR                                          ,554,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
580224,Thumukinda Banjaru,,580224,4774,Meliaputti,,04774,519,Srikakulam,SRIKAKULAM                                        ,542,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
595564,Thungepalle,,595564,5364,Hindupur,,05364,754,Sri Sathya Sai,Sri Sathya Sai,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
591439,Thungodu,,591439,5145,Chandra Sekhara Puram,,05145,517,Prakasam,PRAKASAM                                          ,549,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
591570,Thunugunta,,591570,5150,Lingasamudram,,05150,515,Sri Potti Sriramulu Nellore,శ్రీ పొట్టి శ్రీరాములు నెల్లూరు,550,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
588113,Thupakulagudem,,588113,4950,Tallapudi,,04950,505,East Godavari,EAST GODAVARI                                     ,545,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
594177,Thurvagal,,594177,5275,Aspari,,05275,511,Kurnool,KURNOOL                                           ,552,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
580152,Tiddimi,,580152,4773,Pathapatnam,,04773,519,Srikakulam,SRIKAKULAM                                        ,542,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
583364,Tikkarapada,,583364,4841,Munchingi Puttu,,04841,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
581108,Timadam,,581108,4792,Jalumuru,,04792,519,Srikakulam,SRIKAKULAM                                        ,542,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
582664,Timiteru,,582664,4823,Dattirajeru,,04823,521,Vizianagaram,VIZIANAGARAM                                      ,543,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
582663,Timiteru Burjavalasa,,582663,4823,Dattirajeru,,04823,521,Vizianagaram,VIZIANAGARAM                                      ,543,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
596015,Timminaidupalle (Og),,596015,5383,Tirupati (Urban),,05383,752,Tirupati,Tirupati,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
588125,Tirugudumetta,,588125,4950,Tallapudi,,04950,505,East Godavari,EAST GODAVARI                                     ,545,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
595369,Tirumaladevarahalli,,595369,5350,Madakasira,,05350,754,Sri Sathya Sai,Sri Sathya Sai,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
587251,Tirupatirajupeta,,587251,4898,Jaggampeta,,04898,746,Kakinada,Kakinada,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
593053,Tiruvengalapuram,,593053,5210,Badvel,,05210,504,Y.S.R. Kadapa,వై.ఎస్.ఆర్. కడప,551,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
587747,T. Kothapalle,,587747,4931,I. Polavaram,,04931,747,Dr. B.R. Ambedkar Konaseema,డా బి ఆర్  అంబేడ్కర్ కోనసీమ,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
584043,Todubanda,,584043,4844,Araku Valley,,04844,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
585429,Tokarai,,585429,4850,Gudem Kotha Veedhi,,04850,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
584029,Tokavalasa,,584029,4844,Araku Valley,,04844,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
586302,Tootipala,,586302,4875,Makavarapalem,,04875,744,Anakapalli,Anakapalli,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
591077,Torragudi Padu,,591077,5128,Chimakurthy,చీమకుర్తి,05128,517,Prakasam,PRAKASAM                                          ,549,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
584242,Totavalasa,,584242,4845,Ananthagiri,,04845,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
580287,Totavooru,,580287,4775,Palasa,,04775,519,Srikakulam,SRIKAKULAM                                        ,542,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
588847,Tripuravaram,,588847,4991,Jaggaiahpeta,జగ్గయ్యపేట,04991,749,Ntr,NTR,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
595486,T.Sadum,,595486,5360,Tanakal,,05360,754,Sri Sathya Sai,Sri Sathya Sai,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
596114,T.Sadum,,596114,5390,Pedda Thippasamudram,,05390,753,Annamayya,Annamayya,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
596970,T.Sadumur,,596970,5427,Kuppam,,05427,503,Chittoor,CHITTOOR                                          ,554,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
593026,T.Seshampalle,,593026,5208,Porumamilla,,05208,504,Y.S.R. Kadapa,వై.ఎస్.ఆర్. కడప,551,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
580314,Tubburu,,580314,4776,Mandasa,,04776,519,Srikakulam,SRIKAKULAM                                        ,542,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
579941,Tudi,,579941,4769,Veeraghattam,,04769,743,Parvathipuram Manyam,Parvathipuram Manyam,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
583783,Tulam,,583783,4842,Peda Bayalu,,04842,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
580459,Tulasigam,,580459,4778,Ichchapuram,,04778,519,Srikakulam,SRIKAKULAM                                        ,542,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
582050,Tumbali,,582050,4810,Jiyyammavalasa,,04810,743,Parvathipuram Manyam,Parvathipuram Manyam,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
582071,Tummalavalasa,,582071,4810,Jiyyammavalasa,,04810,743,Parvathipuram Manyam,Parvathipuram Manyam,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
579291,Tummileru,,579291,4733,Vararamachandrapuram,,04733,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
583552,Tungi Kota,,583552,4841,Munchingi Puttu,,04841,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
588946,Tunikipadu,,588946,4996,Gampalagudem,,04996,749,Ntr,NTR,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
579136,Turakalagudem,,579136,4731,Kunavaram,,04731,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
594754,Turakapalle,,594754,5310,Gooty,,05310,502,Ananthapuramu,అనంతపురము,553,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
585137,Turamamidi,,585137,4849,Chinthapalli,Chinthapalli,04849,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
587507,Turangi (Og),,587507,4913,Kakinada (Rural),,04913,746,Kakinada,Kakinada,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
585931,Turuvolu,,585931,4858,Cheedikada,,04858,744,Anakapalli,Anakapalli,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
591872,Uchaguntapalem,,591872,5166,Dagadarthi,,05166,515,Sri Potti Sriramulu Nellore,శ్రీ పొట్టి శ్రీరాములు నెల్లూరు,550,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
595844,Udamalapadu,,595844,5378,Srikalahasti,,05378,752,Tirupati,Tirupati,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
592511,Udathavaripalem,,592511,5190,Chillakur,,05190,752,Tirupati,Tirupati,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
592497,Udathavariparlapalle,,592497,5190,Chillakur,,05190,752,Tirupati,Tirupati,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
594679,Udegolam,,594679,5306,Kanekal,,05306,502,Ananthapuramu,అనంతపురము,553,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
587781,Udumudi,,587781,4934,P.Gannavaram,,04934,747,Dr. B.R. Ambedkar Konaseema,డా బి ఆర్  అంబేడ్కర్ కోనసీమ,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
583881,Ujjangi,,583881,4843,Dumbriguda,,04843,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
930474,Ukkayapalle,ఉక్కాయ పల్లె,000000,5230,Kadapa,,05230,504,Y.S.R. Kadapa,వై.ఎస్.ఆర్. కడప,551,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
592884,Ulavapalle,,592884,5201,Peddamudiam,పెద్దముడియం,05201,504,Y.S.R. Kadapa,వై.ఎస్.ఆర్. కడప,551,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
587350,Ulimeswaram,,587350,4903,Peddapuram,,04903,746,Kakinada,Kakinada,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
581753,Ulindri,,581753,4807,Komarada,,04807,743,Parvathipuram Manyam,Parvathipuram Manyam,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
579261,Ummadivaram,,579261,4733,Vararamachandrapuram,,04733,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
591121,Ummana Palle,,591121,5130,Hanumanthuni Padu,,05130,517,Prakasam,PRAKASAM                                          ,549,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
580838,Ungarada,,580838,4786,Regidi Amadalavalasa,,04786,521,Vizianagaram,VIZIANAGARAM                                      ,543,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
589951,Unguturu,,589951,5052,Amaravathi,,05052,751,Palnadu,Palnadu,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
597002,Unisigani Palle,,597002,5428,Ramakuppam,,05428,503,Chittoor,CHITTOOR                                          ,554,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
591145,Upendra Puram,,591145,5130,Hanumanthuni Padu,,05130,517,Prakasam,PRAKASAM                                          ,549,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
586447,Upmaka Agraharam,,586447,4880,Nakkapalli,Nakkapalli,04880,744,Anakapalli,Anakapalli,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
590555,Uppaladinne Penta,,590555,5098,Pullalacheruvu,,05098,517,Prakasam,PRAKASAM                                          ,549,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
591975,Uppalapadu,,591975,5173,Ananthasagaram,,05173,515,Sri Potti Sriramulu Nellore,శ్రీ పొట్టి శ్రీరాములు నెల్లూరు,550,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
595196,Uppalapadu,,595196,5339,Mudigubba,,05339,754,Sri Sathya Sai,Sri Sathya Sai,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
590985,Uppala Padu,,590985,5120,Podili,,05120,517,Prakasam,PRAKASAM                                          ,549,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
589486,Uppaluru,,589486,5023,Kankipadu,,05023,510,Krishna,KRISHNA                                           ,547,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
580864,Uppara Naiduvalasa,,580864,4786,Regidi Amadalavalasa,,04786,521,Vizianagaram,VIZIANAGARAM                                      ,543,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
592380,Upparapalle,,592380,5187,Venkatagiri,,05187,752,Tirupati,Tirupati,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
593720,Upparapalle,,593720,5249,Kodur,,05249,753,Annamayya,Annamayya,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
596506,Upparapalle,,596506,5412,Somala,,05412,503,Chittoor,CHITTOOR                                          ,554,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
588045,Upparilli,,588045,4948,Buttayagudem,,04948,748,Eluru,Eluru,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
586377,Uppavaram,,586377,4878,Atchuthapuram,Atchuthapuram,04878,744,Anakapalli,Anakapalli,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
585551,Upper Sileru Project Site Camp (Ct),,585551,4850,Gudem Kotha Veedhi,,04850,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
579319,Upperu,,579319,4735,Kukunoor,,04735,748,Eluru,Eluru,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
590506,Uppudi,,590506,5096,Repalle,,05096,750,Bapatla,Bapatla,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
581929,Uriti,,581929,4808,Gummalakshmipuram,,04808,743,Parvathipuram Manyam,Parvathipuram Manyam,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
582982,Usiri,,582982,4831,Srungavarapukota,,04831,521,Vizianagaram,VIZIANAGARAM                                      ,543,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
588530,Usulumarru,,588530,4971,Peravali,,04971,505,East Godavari,EAST GODAVARI                                     ,545,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
585353,Usuruputtu,,585353,4849,Chinthapalli,Chinthapalli,04849,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
592710,Utchuru,,592710,5196,Doravarisatram,,05196,752,Tirupati,Tirupati,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
592569,Uttara Polam,,592569,5192,Vakadu,,05192,752,Tirupati,Tirupati,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
585480,Vadamamidi,,585480,4850,Gudem Kotha Veedhi,,04850,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
587566,Vadapalle,,587566,4919,Atreyapuram,,04919,747,Dr. B.R. Ambedkar Konaseema,డా బి ఆర్  అంబేడ్కర్ కోనసీమ,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
590369,Vaddemukkala,,590369,5084,Ponnur,,05084,506,Guntur,GUNTUR                                            ,548,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
586670,Vadisalova,,586670,4886,Y. Ramavaram,,04886,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
595832,Vagavedu,,595832,5378,Srikalahasti,,05378,752,Tirupati,Tirupati,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
590924,Vagemadugu,,590924,5119,Konakanamitla,,05119,517,Prakasam,PRAKASAM                                          ,549,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
590688,Vaidana,,590688,5105,Ballikurava,,05105,750,Bapatla,Bapatla,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
582321,Vakadavalasa,,582321,4816,Bobbili,,04816,521,Vizianagaram,VIZIANAGARAM                                      ,543,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
587987,Vakalapudi,,587987,4946,T.Narasapuram,,04946,748,Eluru,Eluru,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
909977,Vakalapudi,,000000,4913,Kakinada (Rural),,04913,746,Kakinada,Kakinada,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
930984,Vakamada,వకామద,000000,5211,Gopavaram,,05211,504,Y.S.R. Kadapa,వై.ఎస్.ఆర్. కడప,551,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
587699,Vakatippa,,587699,4928,Kapileswarapuram,,04928,747,Dr. B.R. Ambedkar Konaseema,డా బి ఆర్  అంబేడ్కర్ కోనసీమ,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
589749,Vakkalagadda,,589749,5035,Challapalli,చల్లపల్లి,05035,510,Krishna,KRISHNA                                           ,547,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
590699,Valaparla,,590699,5106,Martur,,05106,750,Bapatla,Bapatla,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
584776,Valasamamidi,,584776,4847,Paderu,,04847,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
585061,Valasapadu,,585061,4848,G.Madugula,,04848,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
593285,Valasapalle,,593285,5223,Yerraguntla,,05223,504,Y.S.R. Kadapa,వై.ఎస్.ఆర్. కడప,551,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
587558,Valicheru,,587558,4919,Atreyapuram,,04919,747,Dr. B.R. Ambedkar Konaseema,డా బి ఆర్  అంబేడ్కర్ కోనసీమ,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
590273,Vallabhapuram,,590273,5077,Kollipara,,05077,506,Guntur,GUNTUR                                            ,548,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
581901,Vallada,,581901,4808,Gummalakshmipuram,,04808,743,Parvathipuram Manyam,Parvathipuram Manyam,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
588983,Vallampatla,,588983,4998,Atlapragada Konduru,Atlapragada Konduru,04998,749,Ntr,NTR,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
583593,Vallangiputtu,,583593,4842,Peda Bayalu,,04842,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
584460,Vallangiputtu,,584460,4846,Hukumpeta,,04846,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
591102,Vallaya Palem,,591102,5129,Marripudi,,05129,517,Prakasam,PRAKASAM                                          ,549,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
593774,Vallur,,593774,5252,Kowthalam,,05252,511,Kurnool,KURNOOL                                           ,552,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
583160,Valluru,,583160,4837,Nellimarla,,04837,521,Vizianagaram,VIZIANAGARAM                                      ,543,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
587445,Valluru,,587445,4910,Samalkota,,04910,746,Kakinada,Kakinada,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
588505,Vallurupalle,,588505,4969,Pentapadu,,04969,523,West Godavari,పశ్చిమగోదావరి                                     ,546,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
593681,Vallurupalle,,593681,5247,Pullampeta,,05247,753,Annamayya,Annamayya,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
581306,Valtair,,581306,4795,Santhakaviti,,04795,521,Vizianagaram,VIZIANAGARAM                                      ,543,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
585552,Valugudem,,585552,4851,Koyyuru,,04851,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
583845,Valugupalle,,583845,4842,Peda Bayalu,,04842,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
587357,Valuthimmapuram,,587357,4903,Peddapuram,,04903,746,Kakinada,Kakinada,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
581846,Vamasi,,581846,4808,Gummalakshmipuram,,04808,743,Parvathipuram Manyam,Parvathipuram Manyam,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
583807,Vanabarangi,,583807,4842,Peda Bayalu,,04842,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
583528,Vanabhasingi,,583528,4841,Munchingi Puttu,,04841,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
584711,Vanagarai,,584711,4847,Paderu,,04847,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
585264,Vanajajulu,,585264,4849,Chinthapalli,Chinthapalli,04849,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
589475,Vanapamula,,589475,5022,Pedaparupudi,,05022,510,Krishna,KRISHNA                                           ,547,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
586940,Vanchangi,,586940,4888,Rajavommangi,,04888,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
580837,Vandanapeta,,580837,4786,Regidi Amadalavalasa,,04786,521,Vizianagaram,VIZIANAGARAM                                      ,543,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
588619,Vandrum,,588619,4976,Undi,,04976,523,West Godavari,పశ్చిమగోదావరి                                     ,546,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
579942,Vanduva,,579942,4769,Veeraghattam,,04769,743,Parvathipuram Manyam,Parvathipuram Manyam,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
580795,Vangara,,580795,4785,Vangara,,04785,521,Vizianagaram,VIZIANAGARAM                                      ,543,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
581412,Vanjangi,,581412,4798,Amadalavalasa,,04798,519,Srikakulam,SRIKAKULAM                                        ,542,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
584943,Vanjari,,584943,4848,G.Madugula,,04848,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
593305,Vankamada,,593305,5224,Kamalapuram,,05224,504,Y.S.R. Kadapa,వై.ఎస్.ఆర్. కడప,551,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
595230,Vankamaddi,,595230,5341,Nambulapulakunta,నంబులపూలకుంట,05341,754,Sri Sathya Sai,Sri Sathya Sai,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
594863,Vankarajukalva,,594863,5315,Pamidi,,05315,502,Ananthapuramu,అనంతపురము,553,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
582708,Vankasomidi,,582708,4824,Mentada,,04824,521,Vizianagaram,VIZIANAGARAM                                      ,543,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
587888,Vanne Chintalapudi,,587888,4941,Amalapuram,,04941,747,Dr. B.R. Ambedkar Konaseema,డా బి ఆర్  అంబేడ్కర్ కోనసీమ,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
587334,Vannepudi,,587334,4902,Gollaprolu,,04902,746,Kakinada,Kakinada,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
584684,Vanthadapalle,,584684,4847,Paderu,,04847,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
584381,Vanthalamamidi,,584381,4845,Ananthagiri,,04845,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
585586,Vanthamarri,,585586,4851,Koyyuru,,04851,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
584674,Vanugupalle,,584674,4847,Paderu,,04847,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
581876,Vappangi,,581876,4808,Gummalakshmipuram,,04808,743,Parvathipuram Manyam,Parvathipuram Manyam,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
